,Bussiness__City,Bussiness__Country,Bussiness__Description,Bussiness__Name,Bussiness__StreetAddress,Bussiness__Zipcode,Customer__Address__line1,Customer__Address__line2,Customer__Email,Customer__Name,Customer__PhoneNumber,Invoice__Description,Invoice__DueDate,Invoice__IssueDate,Invoice__Number,Invoice__Tax,Invoice__BillDetails__Name,Invoice__BillDetails__Quantity,Invoice__BillDetails__Rate
3,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,231 Jayne Fields ,Mwanza ,Ernser@yahoo.com,Terri Ernser,415-897-1517,voluptate proident ipsum culpa ,10-07-2023 ,12-05-2023,HN20PHFQ75335674526196564941,10,Incredible Cotton Shoes  ,36  ,74  
4,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,231 Jayne Fields ,Mwanza ,Ernser@yahoo.com,Terri Ernser,415-897-1517,voluptate proident ipsum culpa ,10-07-2023 ,12-05-2023,HN20PHFQ75335674526196564941,10,Rustic Frozen Pizza  ,95  ,51  
5,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,231 Jayne Fields ,Mwanza ,Ernser@yahoo.com,Terri Ernser,415-897-1517,voluptate proident ipsum culpa ,10-07-2023 ,12-05-2023,HN20PHFQ75335674526196564941,10,Unbranded Steel Gloves  ,16  ,90  
6,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,231 Jayne Fields ,Mwanza ,Ernser@yahoo.com,Terri Ernser,415-897-1517,voluptate proident ipsum culpa ,10-07-2023 ,12-05-2023,HN20PHFQ75335674526196564941,10,Unbranded Metal Car  ,62  ,61  
0,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,231 Jayne Fields ,Mwanza ,Ernser@yahoo.com,Terri Ernser,415-897-1517,ea exercitation ullamco mollit incididunt magna in ut Lorem irure officia veniam aute non sunt minim ,02-07-2023 ,12-05-2023,,10,Rustic Steel Tuna  ,12  ,93  
1,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,231 Jayne Fields ,Mwanza ,Ernser@yahoo.com,Terri Ernser,415-897-1517,ea exercitation ullamco mollit incididunt magna in ut Lorem irure officia veniam aute non sunt minim ,02-07-2023 ,12-05-2023,,10,Tasty Cotton Pants  ,62  ,19  
0,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,121 Jacobs River ,Port-Vila ,Don_Zulauf40@hotmail.com,Don Zulauf,110-825-4839,adipisicing tempor labore deserunt deserunt nisi minim ipsum Lorem ,03-07-2023 ,12-05-2023,SK3067398283616501453122,10,Small Steel Mouse  ,49  ,100  
1,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,121 Jacobs River ,Port-Vila ,Don_Zulauf40@hotmail.com,Don Zulauf,110-825-4839,adipisicing tempor labore deserunt deserunt nisi minim ipsum Lorem ,03-07-2023 ,12-05-2023,SK3067398283616501453122,10,Intelligent Cotton Car  ,49  ,54  
0,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,9874 Bayer Road Le ,Hocq ,Garry_Hegmann59@hotma il.com,Garry Hegmann,750-257-9345,sit consequat amet laborum mollit do irure ex officia ipsum esse adipisicing tempor dolore ipsum veniam ,26-06-2023 ,12-05-2023,,10,Handmade Granite Chicken  ,83  ,26  
1,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,9874 Bayer Road Le ,Hocq ,Garry_Hegmann59@hotma il.com,Garry Hegmann,750-257-9345,sit consequat amet laborum mollit do irure ex officia ipsum esse adipisicing tempor dolore ipsum veniam ,26-06-2023 ,12-05-2023,,10,Ergonomic Frozen Keyboard  ,112  ,72  
2,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,9874 Bayer Road Le ,Hocq ,Garry_Hegmann59@hotma il.com,Garry Hegmann,750-257-9345,sit consequat amet laborum mollit do irure ex officia ipsum esse adipisicing tempor dolore ipsum veniam ,26-06-2023 ,12-05-2023,,10,Small Cotton Table  ,63  ,45  
3,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,9874 Bayer Road Le ,Hocq ,Garry_Hegmann59@hotma il.com,Garry Hegmann,750-257-9345,sit consequat amet laborum mollit do irure ex officia ipsum esse adipisicing tempor dolore ipsum veniam ,26-06-2023 ,12-05-2023,,10,Handcrafted Rubber Sausages  ,48  ,16  
4,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,9874 Bayer Road Le ,Hocq ,Garry_Hegmann59@hotma il.com,Garry Hegmann,750-257-9345,sit consequat amet laborum mollit do irure ex officia ipsum esse adipisicing tempor dolore ipsum veniam ,26-06-2023 ,12-05-2023,,10,Incredible Steel Computer  ,77  ,69  
5,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,9874 Bayer Road Le ,Hocq ,Garry_Hegmann59@hotma il.com,Garry Hegmann,750-257-9345,sit consequat amet laborum mollit do irure ex officia ipsum esse adipisicing tempor dolore ipsum veniam ,26-06-2023 ,12-05-2023,,10,Generic Concrete Pizza  ,58  ,89  
6,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,9874 Bayer Road Le ,Hocq ,Garry_Hegmann59@hotma il.com,Garry Hegmann,750-257-9345,sit consequat amet laborum mollit do irure ex officia ipsum esse adipisicing tempor dolore ipsum veniam ,26-06-2023 ,12-05-2023,,10,Fantastic Fresh Bike  ,120  ,40  
7,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,9874 Bayer Road Le ,Hocq ,Garry_Hegmann59@hotma il.com,Garry Hegmann,750-257-9345,sit consequat amet laborum mollit do irure ex officia ipsum esse adipisicing tempor dolore ipsum veniam ,26-06-2023 ,12-05-2023,,10,Ergonomic Cotton Chicken  ,87  ,70  
0,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,355 Muller Field Saint ,George ,Richard_Rodriguez@hotm ail.com,Richard Rodriguez,402-261-8314,voluptate non nisi velit pariatur tempor tempor tempor laboris fugiat quis esse amet commodo id ,17-06-2023 ,12-05-2023,BG82MUNG981175CXJNQF4W,10,Handcrafted Metal Shoes  ,88  ,48  
1,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,355 Muller Field Saint ,George ,Richard_Rodriguez@hotm ail.com,Richard Rodriguez,402-261-8314,voluptate non nisi velit pariatur tempor tempor tempor laboris fugiat quis esse amet commodo id ,17-06-2023 ,12-05-2023,BG82MUNG981175CXJNQF4W,10,Incredible Wooden Pizza  ,102  ,91  
0,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,353 Cara Shoals ,Suchitlán ,Willis_Koelpin4@yahoo.com,Willis Koelpin,783-402-5895,irure sunt ullamco occaecat irure cillum reprehenderit velit duis tempor do non consectetur nisi mollit anim reprehenderit commodo ,22-06-2023 ,12-05-2023,MA96717498474793251525053290,10,Small Soft Cheese  ,39  ,66  
1,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,353 Cara Shoals ,Suchitlán ,Willis_Koelpin4@yahoo.com,Willis Koelpin,783-402-5895,irure sunt ullamco occaecat irure cillum reprehenderit velit duis tempor do non consectetur nisi mollit anim reprehenderit commodo ,22-06-2023 ,12-05-2023,MA96717498474793251525053290,10,Handmade Plastic Chair  ,106  ,51  
2,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,353 Cara Shoals ,Suchitlán ,Willis_Koelpin4@yahoo.com,Willis Koelpin,783-402-5895,irure sunt ullamco occaecat irure cillum reprehenderit velit duis tempor do non consectetur nisi mollit anim reprehenderit commodo ,22-06-2023 ,12-05-2023,MA96717498474793251525053290,10,Gorgeous Steel Towels  ,52  ,99  
3,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,353 Cara Shoals ,Suchitlán ,Willis_Koelpin4@yahoo.com,Willis Koelpin,783-402-5895,irure sunt ullamco occaecat irure cillum reprehenderit velit duis tempor do non consectetur nisi mollit anim reprehenderit commodo ,22-06-2023 ,12-05-2023,MA96717498474793251525053290,10,Handmade Soft Gloves  ,121  ,18  
4,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,353 Cara Shoals ,Suchitlán ,Willis_Koelpin4@yahoo.com,Willis Koelpin,783-402-5895,irure sunt ullamco occaecat irure cillum reprehenderit velit duis tempor do non consectetur nisi mollit anim reprehenderit commodo ,22-06-2023 ,12-05-2023,MA96717498474793251525053290,10,Handcrafted Wooden Tuna  ,22  ,86  
5,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,353 Cara Shoals ,Suchitlán ,Willis_Koelpin4@yahoo.com,Willis Koelpin,783-402-5895,irure sunt ullamco occaecat irure cillum reprehenderit velit duis tempor do non consectetur nisi mollit anim reprehenderit commodo ,22-06-2023 ,12-05-2023,MA96717498474793251525053290,10,Tasty Soft Table  ,61  ,13  
6,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,353 Cara Shoals ,Suchitlán ,Willis_Koelpin4@yahoo.com,Willis Koelpin,783-402-5895,irure sunt ullamco occaecat irure cillum reprehenderit velit duis tempor do non consectetur nisi mollit anim reprehenderit commodo ,22-06-2023 ,12-05-2023,MA96717498474793251525053290,10,Handcrafted Frozen Pizza  ,100  ,79  
7,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,353 Cara Shoals ,Suchitlán ,Willis_Koelpin4@yahoo.com,Willis Koelpin,783-402-5895,irure sunt ullamco occaecat irure cillum reprehenderit velit duis tempor do non consectetur nisi mollit anim reprehenderit commodo ,22-06-2023 ,12-05-2023,MA96717498474793251525053290,10,Tasty Wooden Tuna  ,27  ,24  
0,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,355 Muller Field Saint ,George ,Richard_Rodriguez@hotm ail.com,Richard Rodriguez,402-261-8314,enim culpa ipsum aliquip aute pariatur aliquip enim Lorem ipsum velit ullamco sint labore ,26-06-2023 ,12-05-2023,AD1259598032IYRT9W2ENAEE,10,Sleek Cotton Chicken  ,126  ,24  
1,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,355 Muller Field Saint ,George ,Richard_Rodriguez@hotm ail.com,Richard Rodriguez,402-261-8314,enim culpa ipsum aliquip aute pariatur aliquip enim Lorem ipsum velit ullamco sint labore ,26-06-2023 ,12-05-2023,AD1259598032IYRT9W2ENAEE,10,Licensed Granite Gloves  ,31  ,29  
2,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,355 Muller Field Saint ,George ,Richard_Rodriguez@hotm ail.com,Richard Rodriguez,402-261-8314,enim culpa ipsum aliquip aute pariatur aliquip enim Lorem ipsum velit ullamco sint labore ,26-06-2023 ,12-05-2023,AD1259598032IYRT9W2ENAEE,10,Practical Rubber Soap  ,20  ,34  
3,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,355 Muller Field Saint ,George ,Richard_Rodriguez@hotm ail.com,Richard Rodriguez,402-261-8314,enim culpa ipsum aliquip aute pariatur aliquip enim Lorem ipsum velit ullamco sint labore ,26-06-2023 ,12-05-2023,AD1259598032IYRT9W2ENAEE,10,Fantastic Plastic Bike  ,108  ,30  
0,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,18063 Ondricka Extensions ,Tadjourah ,Bosco@gmail.com,Darlene Bosco,964-775-2409,minim occaecat sint eu adipisicing labore qui enim reprehenderit ex ad do anim sunt proident officia et ,06-07-2023 ,12-05-2023,BI82759440166167,10,Licensed Frozen Fish  ,4  ,22  
1,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,18063 Ondricka Extensions ,Tadjourah ,Bosco@gmail.com,Darlene Bosco,964-775-2409,minim occaecat sint eu adipisicing labore qui enim reprehenderit ex ad do anim sunt proident officia et ,06-07-2023 ,12-05-2023,BI82759440166167,10,Handcrafted Metal Chair  ,39  ,39  
2,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,18063 Ondricka Extensions ,Tadjourah ,Bosco@gmail.com,Darlene Bosco,964-775-2409,minim occaecat sint eu adipisicing labore qui enim reprehenderit ex ad do anim sunt proident officia et ,06-07-2023 ,12-05-2023,BI82759440166167,10,Refined Wooden Car  ,109  ,30  
3,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,18063 Ondricka Extensions ,Tadjourah ,Bosco@gmail.com,Darlene Bosco,964-775-2409,minim occaecat sint eu adipisicing labore qui enim reprehenderit ex ad do anim sunt proident officia et ,06-07-2023 ,12-05-2023,BI82759440166167,10,Refined Fresh Bacon  ,72  ,80  
4,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,18063 Ondricka Extensions ,Tadjourah ,Bosco@gmail.com,Darlene Bosco,964-775-2409,minim occaecat sint eu adipisicing labore qui enim reprehenderit ex ad do anim sunt proident officia et ,06-07-2023 ,12-05-2023,BI82759440166167,10,Awesome Metal Tuna  ,51  ,18  
5,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,18063 Ondricka Extensions ,Tadjourah ,Bosco@gmail.com,Darlene Bosco,964-775-2409,minim occaecat sint eu adipisicing labore qui enim reprehenderit ex ad do anim sunt proident officia et ,06-07-2023 ,12-05-2023,BI82759440166167,10,Tasty Metal Shirt  ,96  ,18  
6,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,18063 Ondricka Extensions ,Tadjourah ,Bosco@gmail.com,Darlene Bosco,964-775-2409,minim occaecat sint eu adipisicing labore qui enim reprehenderit ex ad do anim sunt proident officia et ,06-07-2023 ,12-05-2023,BI82759440166167,10,Gorgeous Concrete Salad  ,84  ,73  
7,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,18063 Ondricka Extensions ,Tadjourah ,Bosco@gmail.com,Darlene Bosco,964-775-2409,minim occaecat sint eu adipisicing labore qui enim reprehenderit ex ad do anim sunt proident officia et ,06-07-2023 ,12-05-2023,BI82759440166167,10,Handcrafted Granite Keyboard  ,93  ,26  
0,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,121 Jacobs River ,Port-Vila ,Don_Zulauf40@hotmail.com,Don Zulauf,110-825-4839,velit et ipsum ,16-06-2023 ,,,10,Handmade Soft Towels  ,51  ,48  
1,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,121 Jacobs River ,Port-Vila ,Don_Zulauf40@hotmail.com,Don Zulauf,110-825-4839,velit et ipsum ,16-06-2023 ,,,10,Ergonomic Rubber Chips  ,40  ,69  
2,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,121 Jacobs River ,Port-Vila ,Don_Zulauf40@hotmail.com,Don Zulauf,110-825-4839,velit et ipsum ,16-06-2023 ,,,10,Incredible Metal Towels  ,110  ,32  
3,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,121 Jacobs River ,Port-Vila ,Don_Zulauf40@hotmail.com,Don Zulauf,110-825-4839,velit et ipsum ,16-06-2023 ,,,10,Unbranded Steel Ball  ,17  ,42  
0,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,231 Jayne Fields ,Mwanza ,Ernser@yahoo.com,Terri Ernser,415-897-1517,duis enim est consectetur laboris id qui irure ipsum Lorem ex eu commodo ,07-07-2023 ,12-05-2023,XK944058827865015529,10,Tasty Steel Towels  ,55  ,79  
1,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,231 Jayne Fields ,Mwanza ,Ernser@yahoo.com,Terri Ernser,415-897-1517,duis enim est consectetur laboris id qui irure ipsum Lorem ex eu commodo ,07-07-2023 ,12-05-2023,XK944058827865015529,10,Intelligent Metal Shoes  ,72  ,12  
0,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,353 Cara Shoals ,Suchitlán ,Willis_Koelpin4@yahoo.com,Willis Koelpin,783-402-5895,elit nostrud exercitation ipsum sint ad eiusmod ,24-06-2023 ,12-05-2023,SV97IOAR56444826338915679743,10,Incredible Concrete Ball  ,84  ,16  
1,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,353 Cara Shoals ,Suchitlán ,Willis_Koelpin4@yahoo.com,Willis Koelpin,783-402-5895,elit nostrud exercitation ipsum sint ad eiusmod ,24-06-2023 ,12-05-2023,SV97IOAR56444826338915679743,10,Awesome Steel Chair  ,40  ,97  
